"","X1","X2","X3","X4"
"1248",95,113,14,12
"1249",98,94,8,7
"1250",90,96,11,11
"1251",114,96,15,10
"1252",101,84,4,10
"1253",30,24,19,8
"1254",31,29,12,12
"1255",28,20,14,11
"1256",32,31,11,12
"1257",20,20,15,15
"1258",17,23,16,18
"1259",24,19,6,14
"1260",20,28,11,8
"1261",19,25,11,13
"1262",12,26,9,20
"1263",26,24,6,13
"1264",19,26,9,12
"1265",29,37,11,14
"1266",22,24,12,11
"1267",36,25,9,12
"1268",25,28,10,8
"1269",27,16,14,10
"1270",19,25,12,12
"1271",27,22,9,14
"1272",22,21,10,8
"1273",29,20,10,9
"1274",22,25,16,20
"1275",22,26,16,14
"1276",27,25,16,12
"1277",22,20,16,17
"1278",26,22,20,12
"1279",22,25,15,8
"1280",15,19,16,16
"1281",28,28,13,8
"1282",33,26,10,13
"1283",25,27,12,16
"1284",24,30,19,15
"1285",24,26,16,15
"1286",29,16,11,11
"1287",31,25,14,11
"1288",24,23,12,12
"1289",14,26,12,12
"1290",21,28,12,18
"1291",26,31,19,16
"1292",20,28,12,12
"1293",18,26,18,20
"1294",20,26,12,14
"1295",21,31,16,17
"1296",27,31,10,11
"1297",30,12,15,15
"1298",24,19,16,4
"1299",22,26,9,13
"1300",29,28,14,7
"1301",35,22,13,12
"1302",30,25,17,12
"1303",24,26,13,9
"1304",24,23,14,14
"1305",18,27,13,13
"1306",23,18,14,13
"1307",24,25,21,7
"1308",26,32,18,11
"1309",28,24,7,8
"1310",29,29,18,14
"1311",34,32,11,13
"1312",35,27,11,15
"1313",27,21,13,8
"1314",30,17,13,13
"1315",25,35,11,10
"1316",24,25,15,13
"1317",31,23,15,7
"1318",23,30,23,12
"1319",30,23,14,22
"1320",25,25,12,8
"1321",24,24,16,13
"1322",28,25,9,11
"1323",20,29,15,11
"1324",23,19,12,12
"1325",24,32,15,9
"1326",31,27,11,6
"1327",26,19,17,10
"1328",12,27,12,16
"1329",19,19,14,16
"1330",27,23,19,13
"1331",27,15,13,12
"1332",37,27,15,16
"1333",22,28,13,12
"1334",24,39,11,14
"1335",23,27,8,13
"1336",30,24,14,10
"1337",31,30,11,13
"1338",23,28,15,10
"1339",26,17,8,16
"1340",25,24,11,20
"1341",21,25,12,16
"1342",27,31,17,11
"1343",30,43,7,19
"1344",22,21,16,11
"1345",25,12,16,13
"1346",22,24,10,11
"1347",17,21,14,11
"1348",22,29,14,9
"1349",21,23,6,8
"1350",26,31,12,13
"1351",34,14,17,18
"1352",28,27,11,13
"1353",33,20,18,11
"1354",14,21,15,17
"1355",25,28,17,7
"1356",25,21,14,19
"1357",23,16,10,12
"1358",19,20,12,13
"1359",21,15,11,20
"1360",30,26,12,13
"1361",25,29,7,10
"1362",29,19,14,13
"1363",30,28,11,9
"1364",24,20,18,12
"1365",22,37,11,17
"1366",21,17,9,7
"1367",22,34,7,8
"1368",25,31,10,15
"1369",18,35,7,9
"1370",28,26,13,17
"1371",20,20,10,20
"1372",30,34,20,11
"1373",24,21,15,12
"1374",21,20,18,9
"1375",22,24,14,9
"1376",23,25,11,14
"1377",25,25,16,9
"1378",22,27,14,5
"1379",29,30,6,20
"1380",20,28,11,12
"1381",31,27,15,15
"1382",27,22,16,8
"1383",26,30,8,14
"1384",32,26,7,12
"1385",23,15,8,10
"1386",27,22,13,21
"1387",18,25,16,9
"1388",36,20,13,15
"1389",23,22,11,12
"1390",30,33,16,11
"1391",23,25,13,14
"1392",15,29,11,19
"1393",26,23,15,14
"1394",30,24,11,14
"1395",26,35,18,9
"1396",28,36,13,9
"1397",22,31,9,17
"1398",31,27,11,10
"1399",31,30,3,16
"1400",27,28,14,11
"1401",33,30,12,16
"1402",26,26,12,9
"1403",34,32,14,6
"1404",29,29,10,18
"1405",20,28,15,15
"1406",20,18,11,8
"1407",22,22,7,6
"1408",24,25,9,17
"1409",27,27,11,8
"1410",26,25,14,11
"1411",26,29,14,11
"1412",25,27,6,16
"1413",26,30,10,8
"1414",26,30,6,10
"1415",23,26,11,6
"1416",28,25,11,12
"1417",24,26,19,8
"1418",27,31,15,16
"1419",22,29,16,11
"1420",25,24,11,10
"1421",22,32,6,12
"1422",22,29,14,10
"1423",28,22,9,11
"1424",27,31,9,12
"1425",31,32,3,13
"1426",18,34,15,14
"1427",29,23,15,9
"1428",29,19,16,16
"1429",24,32,16,12
"1430",29,16,12,6
"1431",28,29,11,11
"1432",24,29,10,9
"1433",24,16,15,11
"1434",48,15,13,9
"1435",17,19,5,15
"1436",26,35,14,17
"1437",24,22,10,14
"1438",24,24,16,13
"1439",31,38,15,19
"1440",17,28,14,7
"1441",33,22,12,9
"1442",23,18,5,13
"1443",28,30,18,17
"1444",25,40,14,9
"1445",30,21,17,16
"1446",29,27,5,7
"1447",27,18,11,9
"1448",30,28,10,20
"1449",25,24,11,19
"1450",21,28,11,16
"1451",22,28,11,16
"1452",23,28,7,12
"1453",27,22,7,10
"1454",35,23,11,13
"1455",33,24,7,13
"1456",23,20,17,11
"1457",19,25,14,5
"1458",23,25,10,14
"1459",26,24,11,8
"1460",25,26,12,12
"1461",22,21,19,7
"1462",22,26,18,24
"1463",22,19,15,13
"1464",41,28,13,16
"1465",28,35,17,10
"1466",28,29,24,16
"1467",12,23,12,17
"1468",21,32,10,11
"1469",24,26,15,16
"1470",29,30,16,14
"1471",21,29,14,13
"1472",30,23,13,6
"1473",30,30,13,19
"1474",23,24,15,23
"1475",29,23,19,11
"1476",25,28,15,11
"1477",29,22,8,12
"1478",22,29,14,14
"1479",20,22,12,13
"1480",24,29,10,13
"1481",17,22,17,12
"1482",21,23,6,13
"1483",24,30,11,15
"1484",21,26,11,16
"1485",33,20,11,12
"1486",22,26,14,9
"1487",30,21,16,11
"1488",31,32,10,13
"1489",26,24,16,11
"1490",19,18,20,12
"1491",25,25,14,15
"1492",26,22,11,4
"1493",26,25,11,11
"1494",22,26,10,17
"1495",25,29,11,14
"1496",23,28,12,8
"1497",29,32,11,13
"1498",29,28,6,5
"1499",32,20,5,8
"1500",31,17,12,10
"1501",29,24,12,12
"1502",33,23,8,10
"1503",31,26,9,16
"1504",16,31,16,17
"1505",29,29,13,17
"1506",22,19,24,13
"1507",21,28,14,12
"1508",21,15,15,8
"1509",27,27,17,18
"1510",23,19,9,8
"1511",35,21,7,15
"1512",27,34,16,7
"1513",25,30,11,10
"1514",21,27,9,14
"1515",20,27,18,11
"1516",22,23,8,11
"1517",23,33,9,13
"1518",35,28,12,12
"1519",29,24,10,9
"1520",27,25,8,18
"1521",25,34,9,13
"1522",22,19,12,18
"1523",17,28,22,5
"1524",27,34,13,11
"1525",23,27,14,9
"1526",24,24,15,9
"1527",24,19,17,12
"1528",30,35,10,24
"1529",31,24,14,10
"1530",15,22,11,15
"1531",40,24,14,14
"1532",29,20,14,13
"1533",28,24,16,16
"1534",24,23,11,9
"1535",30,26,10,10
"1536",19,23,13,10
"1537",25,22,14,9
"1538",26,24,9,19
"1539",34,22,9,11
"1540",26,23,9,12
"1541",13,21,17,16
"1542",24,17,8,15
"1543",20,23,16,7
"1544",16,26,15,17
"1545",21,27,11,19
"1546",33,27,11,8
"1547",27,27,15,12
"1548",24,26,9,10
"1549",26,22,13,9
"1550",40,32,17,11
"1551",23,18,15,13
"1552",24,24,8,14
"1553",25,18,10,14
"1554",15,26,15,20
"1555",37,19,7,14
"1556",26,31,16,9
"1557",23,25,7,9
"1558",29,23,16,18
"1559",26,24,9,10
"1560",20,28,10,6
"1561",15,30,10,14
"1562",21,21,10,8
"1563",40,16,13,9
"1564",27,18,12,13
"1565",28,33,16,16
"1566",18,33,13,15
"1567",26,17,10,12
"1568",15,26,16,9
"1569",22,16,12,9
"1570",18,22,17,14
"1571",32,29,6,20
"1572",29,26,18,9
"1573",23,32,8,8
"1574",22,33,14,9
"1575",29,27,8,14
"1576",29,25,12,10
"1577",30,19,11,20
"1578",26,28,8,8
"1579",30,18,13,9
"1580",24,31,13,14
"1581",20,22,11,13
"1582",29,26,13,12
"1583",19,29,15,8
"1584",20,27,17,17
"1585",18,21,8,16
"1586",29,24,7,10
"1587",26,38,16,15
"1588",25,26,12,15
"1589",27,22,7,12
"1590",28,22,15,14
"1591",28,27,11,13
"1592",21,23,12,16
"1593",24,32,11,7
"1594",27,26,14,13
"1595",18,30,9,9
"1596",22,33,14,11
"1597",22,30,11,15
"1598",38,36,9,17
"1599",29,20,10,15
"1600",26,18,18,6
"1601",26,23,17,13
"1602",20,25,10,11
"1603",31,27,12,11
"1604",28,21,16,14
"1605",33,25,6,17
"1606",22,19,11,10
"1607",30,21,6,15
"1608",19,28,11,10
"1609",22,27,15,13
"1610",19,23,18,9
"1611",32,24,14,13
"1612",27,18,14,13
"1613",24,25,8,11
"1614",20,25,8,6
"1615",22,31,18,8
"1616",24,31,13,16
"1617",26,34,22,9
"1618",32,25,17,11
"1619",19,23,13,7
"1620",14,24,10,8
"1621",36,26,17,18
"1622",22,26,9,16
"1623",32,39,7,11
"1624",27,28,19,7
"1625",19,21,16,7
"1626",20,20,12,15
"1627",30,27,9,12
"1628",24,27,15,8
"1629",22,19,18,7
"1630",22,38,12,11
"1631",22,22,16,12
"1632",21,23,10,17
"1633",28,29,11,15
"1634",24,23,10,15
"1635",19,23,20,12
"1636",21,32,12,10
"1637",31,25,8,8
"1638",17,25,4,11
"1639",19,25,18,13
"1640",22,22,13,11
"1641",24,27,13,12
"1642",22,21,8,10
"1643",18,33,13,11
"1644",12,29,11,16
"1645",23,26,16,12
"1646",27,20,17,12
"1647",22,22,16,17
"1648",27,25,15,12
"1649",26,27,15,11
"1650",32,41,13,18
"1651",35,20,10,5
"1652",29,27,8,18
"1653",29,23,11,14
"1654",20,24,17,10
"1655",24,27,18,10
"1656",31,31,13,20
"1657",34,25,15,14
"1658",27,26,13,14
"1659",20,27,10,16
"1660",22,32,13,7
"1661",27,30,10,16
"1662",21,27,11,9
"1663",27,24,5,9
"1664",21,27,14,12
"1665",30,21,11,23
"1666",20,23,13,14
"1667",19,19,7,18
"1668",24,24,15,9
"1669",26,25,14,15
"1670",20,29,10,19
"1671",27,21,14,11
"1672",26,18,12,9
"1673",24,25,12,12
"1674",28,40,14,10
"1675",26,31,12,6
"1676",26,37,10,9
"1677",29,25,12,4
"1678",16,25,12,11
"1679",29,23,15,16
"1680",24,24,11,18
"1681",20,29,13,14
"1682",23,29,13,9
"1683",29,30,8,16
"1684",26,25,10,14
"1685",35,25,6,10
"1686",28,32,13,11
"1687",24,26,9,10
"1688",21,30,6,16
"1689",17,24,12,9
"1690",23,29,10,12
"1691",23,23,17,14
"1692",26,30,11,9
"1693",28,22,16,8
"1694",20,23,17,16
"1695",26,28,16,15
"1696",28,16,24,14
"1697",28,30,13,14
"1698",26,25,10,14
"1699",16,19,12,9
"1700",23,16,12,13
"1701",20,29,6,7
"1702",21,25,11,12
"1703",31,31,15,16
"1704",31,30,20,13
"1705",35,26,13,12
"1706",39,27,9,14
"1707",22,20,14,12
"1708",19,19,11,14
"1709",19,19,9,15
"1710",16,26,14,15
"1711",23,23,7,8
"1712",32,21,18,14
"1713",31,20,12,8
"1714",21,27,19,17
"1715",18,26,15,13
"1716",15,21,20,15
"1717",28,25,19,12
"1718",22,34,12,14
"1719",22,21,11,7
"1720",21,15,10,18
"1721",25,29,13,13
"1722",35,29,18,12
"1723",27,35,21,9
"1724",19,26,10,13
"1725",32,25,13,13
"1726",19,23,11,19
"1727",35,30,17,15
"1728",18,16,9,10
"1729",20,18,13,14
"1730",20,32,13,14
"1731",25,26,16,11
"1732",24,29,8,18
"1733",28,27,12,12
"1734",31,18,11,9
"1735",22,22,8,14
"1736",38,27,11,17
"1737",24,16,17,14
"1738",21,26,12,11
"1739",31,24,13,10
"1740",25,24,18,16
"1741",18,27,10,7
"1742",24,31,18,17
"1743",26,30,7,12
"1744",29,31,14,12
"1745",26,17,12,18
"1746",28,25,12,17
"1747",22,21,20,13
"1748",29,23,12,14
"1749",30,30,12,10
"1750",24,29,18,7
"1751",19,25,11,21
"1752",30,28,15,9
"1753",34,29,9,10
"1754",28,28,15,17
"1755",21,23,18,10
"1756",33,24,7,15
"1757",21,23,12,14
"1758",30,31,9,10
"1759",23,25,17,12
"1760",28,26,10,15
"1761",28,19,16,7
"1762",26,28,16,15
"1763",24,19,8,6
"1764",22,21,10,14
"1765",30,28,10,14
"1766",36,26,17,17
"1767",34,13,10,12
"1768",30,28,11,13
"1769",22,33,14,13
"1770",25,28,12,12
"1771",24,20,14,8
"1772",22,27,10,16
"1773",34,27,10,15
"1774",26,34,17,11
"1775",23,26,15,12
"1776",24,34,17,18
"1777",29,22,9,11
"1778",22,22,13,10
"1779",26,35,14,11
"1780",22,24,11,19
"1781",23,26,16,10
"1782",22,29,15,13
"1783",29,15,16,13
"1784",33,26,11,7
"1785",25,27,15,9
"1786",24,19,9,10
"1787",24,22,13,14
"1788",28,33,12,10
"1789",26,18,8,12
"1790",20,23,13,9
"1791",18,24,12,10
"1792",17,22,16,19
"1793",18,20,15,12
"1794",32,20,12,12
"1795",12,30,15,12
"1796",31,33,8,13
"1797",24,24,21,17
"1798",29,18,14,4
"1799",24,24,21,16
"1800",35,18,11,10
"1801",26,25,8,6
"1802",26,18,8,10
"1803",23,23,10,9
"1804",21,22,11,13
"1805",26,26,11,11
"1806",27,37,10,19
"1807",17,29,16,14
"1808",27,35,15,18
"1809",23,19,15,14
"1810",25,12,18,13
"1811",21,23,12,9
"1812",24,32,11,18
"1813",26,20,13,9
"1814",31,22,13,17
"1815",29,29,7,7
"1816",21,36,13,14
"1817",26,25,11,10
"1818",26,29,19,14
"1819",25,22,10,6
"1820",31,25,16,9
"1821",36,21,15,11
"1822",25,22,10,18
"1823",20,25,12,17
"1824",27,27,10,10
"1825",20,30,11,13
"1826",22,25,13,17
"1827",30,26,11,11
"1828",23,28,12,11
"1829",15,27,7,12
"1830",22,24,13,12
"1831",20,35,11,15
"1832",28,29,9,13
"1833",32,28,12,6
"1834",26,27,18,12
"1835",18,23,17,12
"1836",27,23,17,12
"1837",29,44,13,8
"1838",16,25,12,11
"1839",31,31,7,16
"1840",27,35,9,15
"1841",28,29,11,13
"1842",27,37,16,15
"1843",28,20,13,7
"1844",24,26,12,7
"1845",20,19,11,15
"1846",16,30,15,11
"1847",19,20,13,19
"1848",21,17,17,15
"1849",23,25,13,6
"1850",26,28,6,13
"1851",17,21,17,7
"1852",25,26,13,21
"1853",27,23,14,14
"1854",27,27,18,5
"1855",19,32,15,3
"1856",19,35,8,9
"1857",27,29,8,17
"1858",30,19,18,15
"1859",26,20,8,7
"1860",19,24,8,8
"1861",31,31,13,16
"1862",27,20,20,13
"1863",25,30,11,11
"1864",17,25,13,8
"1865",22,26,10,15
"1866",23,26,18,15
"1867",27,27,14,9
"1868",28,27,10,8
"1869",20,15,8,8
"1870",29,31,12,14
"1871",19,18,14,7
"1872",22,29,14,10
"1873",34,26,13,14
"1874",33,19,13,11
"1875",28,24,12,19
"1876",27,24,13,20
"1877",16,29,13,13
"1878",30,27,11,12
"1879",24,26,8,11
"1880",28,19,15,14
"1881",27,29,9,8
"1882",33,24,11,15
"1883",29,20,16,22
"1884",24,25,5,16
"1885",38,28,16,11
"1886",31,25,13,12
"1887",29,29,10,11
"1888",26,28,9,12
"1889",27,23,11,10
"1890",30,23,10,13
"1891",32,25,16,14
"1892",39,25,11,15
"1893",31,29,7,11
"1894",22,30,14,13
"1895",27,21,12,12
"1896",22,22,15,13
"1897",26,35,14,15
"1898",26,24,10,14
"1899",29,16,2,22
"1900",20,33,16,4
"1901",29,19,20,16
"1902",17,35,16,13
"1903",37,18,14,19
"1904",20,27,12,12
"1905",22,20,9,14
"1906",13,27,7,19
"1907",29,23,12,10
"1908",18,22,13,15
"1909",21,36,12,15
"1910",20,18,8,10
"1911",21,18,8,9
"1912",31,24,13,14
"1913",36,32,12,20
"1914",30,29,16,6
"1915",21,33,11,22
"1916",33,22,11,15
"1917",23,25,7,9
"1918",26,30,11,22
"1919",21,23,10,11
"1920",22,28,12,12
"1921",26,28,8,14
"1922",26,31,12,10
"1923",21,21,13,10
"1924",27,22,12,16
"1925",20,23,11,12
"1926",34,10,14,13
"1927",28,23,10,14
"1928",27,29,10,12
"1929",22,19,16,8
"1930",28,24,16,11
"1931",27,25,13,14
"1932",26,27,6,12
"1933",23,20,17,13
"1934",28,25,13,17
"1935",23,16,13,11
"1936",26,20,13,25
"1937",32,20,10,11
"1938",18,28,17,21
"1939",20,23,13,6
"1940",31,27,9,18
"1941",36,28,12,15
"1942",31,22,13,11
"1943",29,14,8,13
"1944",26,25,12,20
"1945",29,19,10,10
"1946",32,19,15,11
"1947",26,24,9,18
"1948",30,24,8,9
"1949",25,19,14,14
"1950",15,21,12,6
"1951",18,25,14,15
"1952",28,26,14,17
"1953",23,30,14,8
"1954",24,26,14,11
"1955",20,23,12,14
"1956",21,27,15,18
"1957",21,20,8,9
"1958",30,26,7,12
"1959",24,17,15,18
"1960",27,22,9,12
"1961",23,37,17,13
"1962",14,19,16,15
"1963",25,25,8,10
"1964",24,25,15,16
"1965",27,18,7,15
"1966",32,25,8,12
"1967",17,19,18,9
"1968",30,26,17,10
"1969",22,24,13,17
"1970",29,24,14,16
"1971",24,18,13,22
"1972",23,24,13,12
"1973",31,24,15,11
"1974",29,22,14,9
"1975",24,20,10,14
"1976",37,28,13,9
"1977",22,29,14,10
"1978",32,23,11,13
"1979",28,31,10,18
"1980",25,25,7,12
"1981",25,29,12,13
"1982",19,29,9,11
"1983",18,26,10,8
"1984",20,19,13,11
"1985",29,19,16,13
"1986",22,28,17,14
"1987",17,34,12,13
"1988",23,27,6,14
"1989",27,18,14,13
"1990",21,26,9,13
"1991",23,30,12,15
"1992",22,32,13,15
"1993",31,34,11,8
"1994",25,21,8,10
"1995",27,23,9,16
"1996",27,26,13,10
"1997",31,23,13,9
"1998",30,15,13,20
"1999",23,27,16,12
"2000",15,20,11,10
"2001",30,23,15,9
"2002",24,16,14,15
"2003",29,20,12,14
"2004",14,19,13,19
"2005",31,25,10,19
"2006",25,18,10,15
"2007",20,25,15,12
"2008",27,31,8,10
"2009",22,30,10,13
"2010",20,38,17,8
"2011",20,26,13,11
"2012",27,24,16,14
"2013",25,24,13,11
"2014",30,23,23,8
"2015",27,27,8,19
"2016",26,29,5,10
"2017",30,27,14,12
"2018",36,21,16,11
"2019",42,22,7,14
"2020",14,31,13,20
"2021",29,24,13,12
"2022",34,22,14,11
"2023",19,21,13,8
"2024",22,25,10,11
"2025",27,24,10,15
"2026",28,20,13,14
"2027",28,24,11,7
"2028",27,26,12,17
"2029",37,31,11,11
"2030",30,26,15,8
"2031",32,23,12,12
"2032",23,18,21,16
"2033",21,24,16,9
"2034",29,19,17,14
"2035",25,21,17,13
"2036",27,20,16,10
"2037",28,22,11,12
"2038",21,16,7,14
"2039",23,29,21,14
"2040",24,27,10,10
"2041",24,24,13,15
"2042",21,26,9,11
"2043",16,26,12,10
"2044",21,33,6,14
"2045",23,19,15,11
"2046",27,28,11,18
"2047",24,26,16,11
"2048",22,33,6,15
"2049",20,19,15,14
"2050",18,24,15,17
"2051",27,22,9,6
"2052",26,20,7,10
"2053",26,28,16,11
"2054",31,32,14,17
"2055",24,25,9,10
"2056",21,32,15,6
"2057",26,19,15,12
"2058",24,30,15,17
"2059",21,20,16,14
"2060",24,22,13,7
"2061",23,22,15,12
"2062",24,28,11,12
"2063",28,38,10,10
"2064",25,22,13,16
"2065",22,21,12,8
"2066",32,25,9,13
"2067",22,23,13,16
"2068",24,27,12,8
"2069",21,19,14,8
"2070",26,28,9,15
"2071",21,26,13,7
"2072",25,25,12,12
"2073",20,20,9,16
"2074",32,23,17,10
"2075",27,34,10,21
"2076",15,21,16,11
"2077",23,25,9,15
"2078",31,25,11,16
"2079",26,32,15,20
"2080",30,34,8,16
"2081",39,28,11,9
"2082",26,22,19,14
"2083",40,19,8,17
"2084",24,28,20,15
"2085",15,29,8,12
"2086",16,21,8,11
"2087",30,22,12,12
"2088",26,19,13,14
"2089",25,24,18,11
"2090",19,17,11,16
"2091",15,23,12,16
"2092",27,25,14,14
"2093",26,30,6,9
"2094",25,23,8,14
"2095",32,24,14,13
"2096",21,28,9,9
"2097",19,22,17,13
"2098",32,27,20,6
"2099",32,31,15,11
"2100",24,20,14,15
"2101",23,29,14,8
"2102",27,20,11,7
"2103",26,27,20,12
"2104",26,28,10,17
"2105",26,25,10,13
"2106",20,24,16,8
"2107",29,25,13,10
"2108",26,19,15,14
"2109",28,22,9,12
"2110",23,33,14,8
"2111",28,33,6,10
"2112",25,24,19,15
"2113",35,18,11,6
"2114",28,17,10,12
"2115",24,22,16,14
"2116",24,27,16,11
"2117",31,32,3,14
"2118",28,25,9,10
"2119",28,23,13,11
"2120",25,32,15,11
"2121",34,22,12,15
"2122",25,21,16,10
"2123",28,22,13,13
"2124",20,21,16,6
"2125",30,29,10,6
"2126",24,31,15,18
"2127",28,27,11,13
"2128",27,21,13,13
"2129",24,16,20,9
"2130",31,22,18,14
"2131",28,28,14,10
"2132",23,27,12,17
"2133",24,16,12,17
"2134",19,19,12,14
"2135",22,22,17,10
"2136",32,20,10,22
"2137",22,30,7,26
"2138",29,29,7,11
"2139",22,28,2,15
"2140",35,22,19,10
"2141",16,21,12,12
"2142",31,36,13,5
"2143",25,24,8,11
"2144",28,22,5,11
"2145",33,36,12,8
"2146",26,27,15,19
"2147",22,29,8,17
"2148",30,28,9,13
"2149",18,24,13,11
"2150",26,19,11,10
"2151",28,24,14,14
"2152",33,26,12,18
"2153",15,29,12,11
"2154",29,25,11,25
"2155",26,29,13,14
"2156",25,23,10,10
"2157",23,21,8,17
"2158",28,25,16,11
"2159",22,27,14,13
"2160",23,23,16,16
"2161",24,27,7,24
"2162",20,29,17,8
"2163",28,27,13,16
"2164",25,16,13,12
"2165",21,23,16,13
"2166",22,23,9,14
"2167",16,28,12,11
"2168",27,23,14,18
"2169",38,24,15,7
"2170",27,28,11,13
"2171",25,23,16,10
"2172",28,28,16,11
"2173",20,30,19,16
"2174",19,13,10,12
"2175",25,27,10,11
"2176",33,24,13,13
"2177",29,30,11,9
"2178",24,28,14,11
"2179",19,28,12,11
"2180",15,23,14,10
"2181",23,24,13,11
"2182",25,24,14,11
"2183",32,26,17,10
"2184",26,25,17,8
"2185",22,21,17,18
"2186",22,19,10,15
"2187",23,29,9,8
"2188",26,26,12,12
"2189",31,30,20,12
"2190",23,30,14,15
"2191",30,42,16,17
"2192",25,21,9,16
"2193",26,20,14,19
"2194",20,16,21,13
"2195",25,30,6,12
"2196",29,29,13,17
"2197",23,28,11,14
"2198",23,17,10,9
"2199",22,26,9,12
"2200",34,16,7,10
"2201",24,22,18,17
"2202",26,38,6,9
"2203",22,16,7,10
"2204",17,32,20,14
"2205",26,20,10,16
"2206",19,27,11,15
"2207",25,28,15,7
"2208",32,18,8,6
"2209",21,22,13,13
"2210",25,24,11,16
"2211",27,25,16,12
"2212",23,19,9,12
"2213",26,28,16,9
"2214",20,21,13,12
"2215",27,21,13,10
"2216",25,33,17,17
"2217",24,31,12,14
"2218",16,26,10,12
"2219",27,24,14,12
"2220",23,18,10,14
"2221",31,31,16,12
"2222",22,17,9,15
"2223",31,35,15,3
"2224",35,22,12,10
"2225",28,26,14,13
"2226",20,27,15,8
"2227",26,28,10,13
"2228",21,19,11,11
"2229",25,28,9,8
"2230",30,28,10,20
"2231",23,33,14,10
"2232",32,21,6,14
"2233",29,14,9,10
"2234",28,23,14,11
"2235",33,14,18,12
"2236",24,24,13,20
"2237",33,24,16,19
"2238",31,26,7,17
"2239",22,23,16,12
"2240",23,27,16,11
"2241",22,28,9,13
"2242",26,21,5,12
"2243",22,28,12,7
"2244",24,27,10,23
"2245",35,24,13,19
"2246",28,28,16,14
"2247",22,21,14,11
"2248",25,23,9,18
"2249",21,18,7,11
"2250",28,32,13,13
"2251",30,27,14,11
"2252",23,36,15,20
"2253",27,15,13,14
"2254",19,21,12,14
"2255",26,37,12,11
"2256",21,25,6,5
"2257",25,27,14,8
"2258",17,18,9,16
"2259",19,24,16,7
"2260",20,32,13,17
"2261",20,27,17,11
"2262",25,21,16,12
"2263",25,26,11,13
"2264",21,27,14,8
"2265",31,21,9,10
"2266",30,17,11,7
"2267",23,27,12,14
"2268",23,25,10,8
"2269",25,26,17,9
"2270",18,33,15,12
"2271",34,25,11,15
"2272",23,23,9,7
"2273",26,25,21,10
"2274",35,27,12,11
"2275",24,27,10,18
"2276",28,22,24,15
"2277",18,25,12,11
"2278",24,36,13,11
"2279",30,27,23,14
"2280",27,24,16,9
"2281",24,17,9,10
"2282",21,27,19,12
"2283",23,17,12,14
"2284",23,25,13,20
"2285",27,30,8,13
"2286",23,28,15,13
"2287",24,18,10,12
"2288",28,29,12,18
"2289",21,26,13,7
"2290",26,25,13,15
"2291",22,34,13,6
"2292",34,29,12,18
"2293",24,29,7,10
"2294",26,30,12,15
"2295",29,38,13,6
"2296",19,25,10,8
"2297",26,26,15,10
"2298",21,28,12,13
"2299",18,21,14,10
"2300",24,15,15,12
"2301",17,22,10,10
"2302",23,33,9,12
"2303",30,35,8,16
"2304",29,28,21,7
"2305",19,22,13,16
"2306",30,32,13,9
"2307",22,22,12,14
"2308",25,20,12,26
"2309",25,48,9,8
"2310",27,32,9,10
"2311",31,26,7,15
"2312",26,24,13,14
"2313",34,31,18,16
"2314",24,23,18,9
"2315",18,24,12,14
"2316",34,26,9,18
"2317",32,21,17,7
"2318",25,26,12,8
"2319",29,22,13,8
"2320",24,23,19,11
"2321",20,26,12,15
"2322",16,15,12,13
"2323",23,25,16,10
"2324",24,24,6,19
"2325",21,22,17,13
"2326",24,28,14,15
"2327",32,19,19,13
"2328",27,20,17,16
"2329",18,29,10,22
"2330",33,22,6,14
"2331",24,19,10,16
"2332",23,26,13,13
"2333",27,16,6,16
"2334",33,27,12,16
"2335",22,30,3,4
"2336",36,31,11,13
"2337",23,33,13,13
"2338",27,32,21,7
"2339",23,27,12,10
"2340",19,27,16,22
"2341",28,17,16,11
"2342",25,23,14,15
"2343",24,25,17,13
"2344",25,22,14,11
"2345",23,26,14,7
"2346",28,20,14,11
"2347",18,27,14,19
"2348",27,26,13,17
"2349",24,31,13,13
"2350",32,24,12,15
"2351",28,24,9,14
"2352",19,24,14,6
"2353",30,28,6,17
"2354",29,22,18,16
"2355",24,31,12,18
"2356",30,29,19,12
"2357",26,28,12,11
"2358",22,30,10,10
"2359",18,31,16,18
"2360",28,30,17,10
"2361",23,25,14,12
"2362",24,25,12,20
"2363",27,23,18,10
"2364",23,17,15,27
"2365",26,21,12,11
"2366",35,21,13,10
"2367",25,19,15,13
"2368",26,25,17,12
"2369",35,24,9,19
"2370",30,23,12,15
"2371",31,31,15,13
"2372",31,30,15,15
"2373",27,18,11,15
"2374",26,29,12,15
"2375",36,20,12,16
"2376",30,30,9,9
"2377",23,19,15,15
"2378",28,24,7,6
"2379",27,20,15,15
"2380",17,24,10,21
"2381",25,26,15,21
"2382",18,29,12,16
"2383",27,27,18,14
"2384",29,27,12,10
"2385",23,18,15,10
"2386",24,26,10,8
"2387",25,27,12,11
"2388",31,33,9,9
"2389",29,23,12,10
"2390",18,29,13,11
"2391",22,30,14,17
"2392",30,19,14,15
"2393",25,23,10,13
"2394",19,34,12,11
"2395",37,22,14,12
"2396",34,31,16,13
"2397",22,30,8,16
"2398",23,29,19,11
"2399",20,27,8,10
"2400",23,22,13,9
"2401",27,28,4,15
"2402",26,29,10,11
"2403",19,26,11,14
"2404",22,22,18,9
"2405",30,21,16,12
"2406",28,23,10,16
"2407",23,23,12,12
"2408",30,18,15,17
"2409",34,25,12,13
"2410",19,27,8,10
"2411",18,28,17,18
"2412",24,22,9,17
