"","C42_1","C42B_1","LNCAP_1","MR49F_1","C42_2","C42B_2","LNCAP_2","MR49F_2","C42_3","C42B_3","LNCAP_3","MR49F_3"
"ENSG00000035681",10,74,25,158,17,11,68,161,175,49,40,17
"ENSG00000035687",19,57,193,190,23,15,92,29,16,24,31,23
"ENSG00000035862",30,84,8,26,26,35,14,31,73,350,6,2
"ENSG00000035928",38,57,63,389,77,51,220,424,56,267,19,16
"ENSG00000036054",4,41,8,7,11,20,28,66,137,43,6,12
"ENSG00000036257",6,34,353,158,19,64,57,165,92,23,27,34
"ENSG00000036448",0,5,0,1,0,0,0,3,0,0,0,0
"ENSG00000036530",0,17,1,14,2,1,2,22,19,7,1,2
"ENSG00000036549",8,189,79,84,52,83,58,65,173,72,148,12
"ENSG00000036672",2,7,8,12,1,2,4,49,9,0,9,0
"ENSG00000037042",3,10,44,15,2,10,36,14,46,24,5,6
"ENSG00000037241",3,23,21,82,9,1,6,44,8,2,7,2
"ENSG00000037280",0,12,1,1,1,1,2,1,1,10,0,0
"ENSG00000037474",26,297,119,426,93,15,137,153,119,108,44,261
"ENSG00000037637",3,11,33,78,11,5,67,7,54,36,14,2
"ENSG00000037749",6,145,24,127,36,23,42,49,136,48,39,13
"ENSG00000037757",7,47,53,29,3,9,94,46,72,14,8,8
"ENSG00000037897",8,7,9,49,6,6,109,639,36,11,4,8
"ENSG00000037965",0,6,0,0,3,0,0,0,7,2,0,0
"ENSG00000038002",6,74,15,330,8,37,22,24,20,67,34,11
"ENSG00000038210",3,19,228,87,14,5,58,73,58,97,2,15
"ENSG00000038219",5,213,115,54,8,36,44,210,126,139,33,19
"ENSG00000038274",10,29,21,95,10,11,11,216,28,13,57,10
"ENSG00000038295",0,19,10,0,0,1,20,0,0,6,0,0
"ENSG00000038358",7,108,114,85,95,5,234,100,87,56,25,6
"ENSG00000038382",5,55,300,328,20,8,161,166,25,60,47,12
"ENSG00000038532",4,190,55,51,10,10,93,27,119,64,4,3
"ENSG00000039068",395,3766,494,639,312,182,274,653,6824,374,889,177
"ENSG00000039123",27,228,273,78,12,10,752,127,113,333,13,50
"ENSG00000039139",7,24,40,24,2,4,64,91,64,8,11,14
"ENSG00000039319",10,300,634,38,186,66,130,9,39,27,62,53
"ENSG00000039523",3,7,8,15,2,2,4,8,9,3,2,1
"ENSG00000039560",9,140,47,144,26,38,130,9,218,47,48,15
"ENSG00000039650",12,117,48,121,75,43,122,24,15,95,24,3
"ENSG00000040199",4,56,148,14,48,9,95,131,53,11,4,10
"ENSG00000040275",16,46,140,26,72,12,65,21,291,17,17,12
"ENSG00000040341",9,106,116,104,77,13,17,52,59,107,16,7
"ENSG00000040487",8,19,4,7,1,0,4,7,43,14,6,0
"ENSG00000040531",5,15,7,20,7,5,23,68,9,15,9,3
"ENSG00000040608",0,3,1,1,0,0,3,1,6,5,0,0
"ENSG00000040633",9,112,13,117,32,41,162,69,112,88,15,18
"ENSG00000040933",10,18,93,132,23,3,12,5,20,13,6,10
"ENSG00000041353",5,55,53,18,31,1,31,18,63,96,32,1
"ENSG00000041357",78,41,3334,214,309,66,125,653,108,99,30,76
"ENSG00000041802",40,48,302,115,212,102,512,251,374,80,36,25
"ENSG00000041880",10,252,133,168,49,4,13,47,12,65,6,8
"ENSG00000041982",0,7,1,0,2,0,0,0,13,8,0,0
"ENSG00000041988",2,15,80,65,9,2,34,49,20,8,4,3
"ENSG00000042088",9,120,59,78,5,11,27,137,16,42,21,50
"ENSG00000042286",0,3,6,2,1,0,2,5,3,0,0,0
"ENSG00000042317",2,32,2,19,3,2,4,19,7,19,5,5
"ENSG00000042429",6,77,53,119,241,3,23,100,8,54,44,77
"ENSG00000042445",10,126,118,79,81,40,17,247,29,274,7,32
"ENSG00000042493",0,8,1,0,0,0,0,0,0,2,0,0
"ENSG00000042753",10,213,91,78,13,10,680,110,63,167,14,28
"ENSG00000042980",0,0,0,2,1,0,1,4,0,0,0,2
"ENSG00000043039",0,0,0,0,2,0,0,0,2,1,0,1
"ENSG00000043093",23,53,159,182,20,36,21,337,126,148,14,30
"ENSG00000043143",4,12,66,44,17,11,35,32,49,45,6,6
"ENSG00000043355",3,28,11,69,9,8,20,33,36,5,3,3
"ENSG00000043514",22,157,178,286,19,10,54,99,57,33,26,15
"ENSG00000044090",20,16,30,51,13,17,11,16,101,10,13,9
"ENSG00000044115",102,5259,1658,416,105,87,1398,752,427,29,33,60
"ENSG00000044446",12,143,40,371,22,18,15,77,131,116,6,39
"ENSG00000044459",2,40,57,39,49,2,49,18,16,44,10,3
"ENSG00000044524",2,1,15,69,5,0,73,95,41,1,14,7
"ENSG00000044574",131,1633,1001,2923,3500,232,579,715,1139,2847,842,371
"ENSG00000046604",47,97,1070,1934,68,254,278,936,1908,619,66,217
"ENSG00000046647",5,88,18,76,3,8,14,21,56,72,7,5
"ENSG00000046651",3,6,31,77,12,137,68,15,69,12,7,7
"ENSG00000046653",1,9,17,17,5,0,12,12,8,1,0,5
"ENSG00000046774",0,0,34,0,0,0,9,0,0,0,0,0
"ENSG00000046889",0,4,0,9,4,3,3,2,6,0,2,0
"ENSG00000047056",24,111,77,403,11,15,25,87,6,35,24,7
"ENSG00000047188",35,236,825,247,18,27,82,339,238,84,226,23
"ENSG00000047230",6,46,20,101,4,4,40,114,71,22,12,21
"ENSG00000047249",23,238,190,122,13,9,129,192,220,129,10,27
"ENSG00000047315",20,492,935,602,19,53,220,585,509,216,187,92
"ENSG00000047346",49,442,37,20,54,44,82,253,130,9,97,53
"ENSG00000047365",1,4,10,44,6,0,5,12,25,0,3,5
"ENSG00000047410",17,366,778,486,73,112,11,450,1048,87,84,224
"ENSG00000047457",2,35,8,0,8,1,10,0,14,7,2,0
"ENSG00000047578",5,39,181,31,10,20,244,155,205,7,15,9
"ENSG00000047579",1,12,29,35,5,3,33,24,86,10,3,4
"ENSG00000047621",25,104,115,17,3,7,27,11,96,43,7,26
"ENSG00000047634",23,58,54,366,72,6,37,214,202,49,21,336
"ENSG00000047644",3,8,128,25,2,4,10,4,22,16,8,7
"ENSG00000047648",15,101,128,138,40,6,5,117,495,53,90,24
"ENSG00000047662",0,8,4,0,0,2,2,0,2,6,2,0
"ENSG00000047849",36,557,1188,259,87,61,174,989,76,421,392,114
"ENSG00000047932",6,224,104,127,12,57,38,73,70,42,25,14
"ENSG00000048028",8,13,50,25,40,46,7,62,73,42,4,17
"ENSG00000048140",8,143,61,124,99,4,31,138,53,24,9,16
"ENSG00000048162",20,124,42,206,33,33,196,203,73,65,107,29
"ENSG00000048342",3,8,31,15,7,11,19,12,3,11,18,2
"ENSG00000048392",8,260,258,143,30,9,41,33,251,148,22,27
"ENSG00000048405",7,20,286,49,11,10,95,207,40,133,34,7
"ENSG00000048471",1,49,20,32,11,2,2,30,18,36,10,3
"ENSG00000048544",6,12,8,28,127,35,5,46,91,32,16,5
"ENSG00000048649",4,137,158,155,6,9,711,99,122,50,40,18
"ENSG00000048707",5,152,131,273,14,12,101,118,64,310,46,12
"ENSG00000048740",0,7,0,0,0,0,0,0,0,8,0,0
"ENSG00000048828",40,1354,354,300,290,134,135,456,385,127,78,181
"ENSG00000048991",18,249,72,100,21,5,548,96,100,12,35,65
"ENSG00000049089",1,0,9,2,1,1,11,1,2,1,0,0
"ENSG00000049130",17,11,9,8,9,0,1,0,5,3,0,0
"ENSG00000049167",4,59,3,56,16,3,19,26,15,1,3,4
"ENSG00000049239",16,636,291,226,45,48,59,143,417,43,18,34
"ENSG00000049245",37,188,224,107,61,35,58,183,32,29,19,49
"ENSG00000049246",15,152,278,98,13,16,34,56,195,118,9,3
"ENSG00000049249",0,2,0,0,0,0,0,0,4,0,0,0
"ENSG00000049283",8,292,54,22,35,18,40,357,21,149,26,9
"ENSG00000049323",3,93,4,6,1,9,0,21,18,22,0,1
"ENSG00000049449",21,239,140,251,20,19,148,215,625,232,42,25
"ENSG00000049541",25,130,87,88,100,41,149,67,61,58,24,23
"ENSG00000049618",3,1018,31,100,19,138,10,97,221,1269,4,11
"ENSG00000049656",32,945,588,193,102,12,2138,411,274,30,20,38
"ENSG00000049759",104,481,984,2154,84,27,222,56,951,28,105,129
"ENSG00000049768",0,6,1,4,0,0,0,1,1,2,0,0
"ENSG00000049769",1,2,11,5,4,3,2,8,19,1,2,0
"ENSG00000049860",45,33,978,473,290,73,476,353,329,283,76,43
"ENSG00000049883",10,509,82,35,93,16,142,36,259,56,6,17
"ENSG00000050030",0,40,11,5,1,0,7,15,3,8,0,0
"ENSG00000050130",19,174,215,353,39,17,94,83,108,259,15,55
"ENSG00000050327",9,71,78,30,1,2,20,18,8,9,6,2
"ENSG00000050344",3,19,9,31,4,6,9,11,8,14,20,15
"ENSG00000050393",6,89,99,53,7,11,214,24,124,18,19,12
"ENSG00000050405",21,58,715,261,3,27,51,88,69,55,192,50
"ENSG00000050426",24,345,216,150,36,27,46,162,181,200,48,13
"ENSG00000050438",0,32,1,8,0,2,0,3,1,12,0,0
"ENSG00000050555",15,130,0,3,14,9,1,4,44,70,0,0
"ENSG00000050748",81,293,248,156,42,30,24,182,89,89,69,156
"ENSG00000050820",3,37,7,60,2,5,6,6,3,33,12,7
"ENSG00000051009",7,93,62,714,19,5,24,52,31,90,16,15
"ENSG00000051108",15,70,98,145,521,17,306,36,21,145,56,157
"ENSG00000051128",1,2,115,15,1,1,3,5,8,5,5,2
"ENSG00000051180",5,13,32,19,14,0,7,28,42,12,1,1
"ENSG00000051341",26,134,96,108,82,4,126,118,280,11,62,4
"ENSG00000051382",61,492,256,258,47,44,403,48,306,87,11,23
"ENSG00000051596",4,3,4,9,2,1,4,31,4,25,6,2
"ENSG00000051620",28,101,155,240,45,7,61,265,97,42,32,40
"ENSG00000051825",4,189,200,122,16,7,35,703,193,13,54,26
"ENSG00000052126",7,124,90,34,64,20,90,35,16,30,4,25
"ENSG00000052344",6,144,391,123,6,39,10,22,50,40,10,29
"ENSG00000052723",10,93,315,189,10,59,82,126,174,73,8,45
"ENSG00000052749",4,172,269,185,91,14,52,154,116,85,85,30
"ENSG00000052795",2,14,164,22,50,5,73,30,76,2,44,19
"ENSG00000052802",10,179,162,55,16,26,40,46,142,41,7,106
"ENSG00000052841",13,161,53,52,17,69,245,488,162,87,10,142
"ENSG00000052850",0,17,7,0,0,2,10,1,3,2,0,0
"ENSG00000053108",0,2,0,0,0,0,0,0,4,1,0,0
"ENSG00000053254",2,149,42,44,13,9,67,41,218,68,7,5
"ENSG00000053371",1,28,16,21,2,3,20,4,6,12,26,2
"ENSG00000053372",6,19,119,121,39,10,231,107,171,14,46,9
"ENSG00000053501",4,33,29,40,3,8,31,2,108,4,10,3
"ENSG00000053524",0,4,9,4,0,0,0,5,1,0,1,0
"ENSG00000053747",41,104,506,22,21,28,23,65,336,192,5,4
"ENSG00000053770",12,24,13,118,25,11,27,24,235,9,82,8
"ENSG00000053900",18,167,50,103,46,22,30,28,32,25,11,11
"ENSG00000053918",0,15,3,6,1,2,7,12,13,13,0,1
"ENSG00000054116",19,168,121,243,9,16,41,20,265,81,13,25
"ENSG00000054118",35,212,299,1778,44,271,233,124,267,107,217,31
"ENSG00000054148",23,44,138,221,80,12,26,354,110,105,23,12
"ENSG00000054179",2,17,5,1,10,1,16,4,25,5,3,1
"ENSG00000054267",17,39,128,208,17,16,66,20,76,5,8,30
"ENSG00000054282",8,14,12,69,5,7,13,42,33,66,36,9
"ENSG00000054392",0,1,1,4,4,2,1,7,0,1,0,0
"ENSG00000054523",17,375,287,545,89,82,513,493,154,144,62,152
"ENSG00000054611",2,47,24,12,8,3,5,25,3,1,4,7
"ENSG00000054654",17,46,49,73,76,37,7,146,168,38,16,16
"ENSG00000054690",42,53,57,343,19,32,89,82,118,134,22,30
"ENSG00000054793",9,117,78,73,10,26,109,51,195,73,29,127
"ENSG00000054965",14,141,43,76,5,19,26,165,18,110,28,21
"ENSG00000054967",3,23,20,27,20,4,14,17,25,16,3,1
"ENSG00000054983",5,95,0,0,15,14,0,0,30,121,0,0
"ENSG00000055044",34,139,448,164,40,31,199,79,69,156,52,73
"ENSG00000055070",34,205,369,210,30,21,58,423,35,116,15,22
"ENSG00000055118",0,1,4,8,0,0,1,3,1,1,0,2
"ENSG00000055130",7,285,218,19,172,9,22,210,37,24,25,19
"ENSG00000055147",11,6,137,73,5,5,10,71,60,122,17,21
"ENSG00000055163",9,133,41,59,7,11,30,221,61,64,24,30
"ENSG00000055208",34,148,575,80,7,47,21,68,71,205,8,9
"ENSG00000055211",3,73,94,144,14,6,40,30,24,25,16,25
"ENSG00000055332",14,87,324,171,21,47,24,587,148,76,24,18
"ENSG00000055483",5,13,83,63,11,18,130,65,90,38,12,13
"ENSG00000055609",14,185,235,407,32,37,53,119,517,150,44,16
"ENSG00000055813",0,0,0,5,0,0,0,1,0,0,0,9
"ENSG00000055917",15,58,77,254,309,48,93,123,297,47,26,147
"ENSG00000055950",2,66,34,75,6,55,28,10,14,10,20,2
"ENSG00000055955",0,1,0,1,0,0,0,0,2,0,0,0
"ENSG00000056050",4,16,12,126,16,5,54,19,140,6,6,4
"ENSG00000056097",17,223,243,493,44,28,70,275,451,34,48,29
"ENSG00000056277",4,44,43,107,1,2,10,100,13,45,4,5
"ENSG00000056487",1,0,2,4,1,0,1,3,1,1,0,2
"ENSG00000056586",23,62,1011,1697,44,56,36,84,88,160,108,156
"ENSG00000056736",9,99,27,27,35,26,40,17,16,29,7,3
"ENSG00000056972",1,44,20,7,9,6,10,1,19,55,4,0
"ENSG00000056998",0,46,7,9,1,1,36,11,3,16,5,2
"ENSG00000057019",2,13,13,54,11,1,2,21,15,3,1,8
"ENSG00000057252",30,152,72,249,49,13,201,103,556,128,65,12
"ENSG00000057294",2,6,4,159,8,6,14,44,67,6,1,3
"ENSG00000057608",133,641,744,837,497,138,23,646,163,702,25,178
"ENSG00000057663",6,102,95,26,37,2,16,70,5,57,47,24
"ENSG00000057704",0,9,6,10,0,0,0,1,7,5,0,1
"ENSG00000057757",24,13,10,38,13,3,8,38,47,45,6,8
"ENSG00000057935",2,24,45,14,10,13,23,11,196,42,106,5
"ENSG00000058056",12,197,5,182,40,32,537,88,108,31,12,45
"ENSG00000058063",17,847,86,464,76,287,1114,183,265,604,60,33
"ENSG00000058091",13,114,83,21,30,16,238,23,74,5,41,6
"ENSG00000058262",178,553,1227,1748,867,135,405,667,247,329,100,241
"ENSG00000058272",18,98,404,231,10,27,143,27,93,155,33,33
"ENSG00000058335",0,5,0,1,2,0,0,0,11,2,0,0
"ENSG00000058404",0,25,166,37,4,4,9,56,13,17,3,20
"ENSG00000058453",0,2,16,12,3,2,1,17,12,9,2,1
"ENSG00000058600",8,139,124,44,144,22,113,147,128,86,15,8
"ENSG00000058668",7,511,261,41,18,20,103,470,128,117,17,34
"ENSG00000058673",39,295,109,203,108,75,206,225,598,133,55,21
"ENSG00000058729",10,47,106,36,28,17,309,26,23,35,7,9
"ENSG00000058799",6,66,34,17,2,2,74,34,118,53,8,40
"ENSG00000058804",36,726,89,418,169,25,346,125,297,152,221,76
"ENSG00000059122",7,42,52,72,68,4,53,104,96,47,9,6
"ENSG00000059145",13,64,85,185,7,19,42,28,291,24,36,12
"ENSG00000059377",0,1,3,5,7,1,14,0,11,4,1,2
"ENSG00000059378",6,51,80,23,12,3,2,35,99,36,2,12
"ENSG00000059573",13,100,493,575,72,30,401,1255,116,264,94,42
"ENSG00000059588",22,36,494,257,31,23,195,106,115,166,8,66
"ENSG00000059691",3,23,114,33,6,3,25,11,53,10,29,8
"ENSG00000059728",1,10,30,8,8,3,6,20,48,6,1,12
"ENSG00000059758",1,58,23,75,13,2,16,13,325,10,2,3
"ENSG00000059769",8,16,95,80,25,2,15,35,20,27,21,9
"ENSG00000059915",0,8,5,0,0,3,2,13,1,15,0,1
"ENSG00000060069",1,17,110,18,4,5,7,25,28,50,3,3
"ENSG00000060138",25,104,342,295,27,4,335,212,200,465,68,34
"ENSG00000060140",5,7,16,54,6,1,27,125,69,3,3,5
"ENSG00000060237",150,593,246,1289,683,92,875,636,207,225,67,188
"ENSG00000060339",20,60,1480,220,107,21,680,284,1398,70,150,54
"ENSG00000060491",2,252,22,110,9,16,8,76,56,10,11,9
"ENSG00000060642",20,112,41,134,4,7,15,16,88,74,5,5
"ENSG00000060656",17,37,65,3,10,7,147,2,5,222,5,0
"ENSG00000060688",4,49,190,270,9,20,158,52,11,175,41,23
"ENSG00000060749",3,251,126,174,34,31,91,159,71,10,11,101
"ENSG00000060762",3,51,25,129,25,40,39,94,125,30,11,10
"ENSG00000060971",12,115,64,430,94,5,40,30,238,15,15,17
"ENSG00000060982",2,26,0,5,12,4,9,26,62,37,0,6
"ENSG00000061273",12,148,116,72,6,10,74,84,17,97,77,13
"ENSG00000061337",0,5,0,0,1,1,0,1,1,5,0,0
"ENSG00000061656",0,1,2,1,0,1,0,6,2,5,0,1
"ENSG00000061676",21,345,528,225,34,120,27,43,141,374,109,140
"ENSG00000061794",17,259,122,172,38,51,104,68,247,46,19,683
"ENSG00000061918",13,35,0,0,6,3,0,0,60,17,0,0
"ENSG00000061936",4,99,34,157,5,12,110,6,17,3,11,16
"ENSG00000061938",75,91,174,29,57,29,94,12,272,16,25,16
"ENSG00000061987",13,100,59,53,14,12,46,230,231,13,49,23
"ENSG00000062038",1,277,1,0,1,10,0,0,10,30,0,0
"ENSG00000062194",15,157,136,74,7,9,34,705,119,236,48,35
"ENSG00000062282",20,20,137,14,14,6,22,18,23,57,7,15
"ENSG00000062370",0,11,18,8,2,0,3,6,9,7,1,1
"ENSG00000062485",143,243,474,921,81,81,110,673,334,131,460,106
"ENSG00000062582",0,2,2,6,0,1,4,3,1,1,0,2
"ENSG00000062598",6,79,75,74,13,3,59,52,168,50,3,5
"ENSG00000062650",2,145,464,109,116,28,187,159,166,86,15,27
"ENSG00000062716",105,160,58,292,94,26,223,75,222,290,36,79
"ENSG00000062725",15,206,106,99,28,103,26,17,328,16,21,23
"ENSG00000062822",7,11,39,39,23,4,13,1,17,68,34,2
"ENSG00000063046",26,1499,344,961,95,89,186,582,127,873,73,101
"ENSG00000063127",0,81,20,0,4,2,26,1,3,5,9,0
"ENSG00000063169",2,18,9,12,1,2,4,10,2,1,0,0
"ENSG00000063176",2,47,31,10,3,2,17,20,11,1,3,2
"ENSG00000063177",54,178,89,123,179,259,679,387,804,357,118,182
"ENSG00000063180",0,2,2,0,0,7,12,5,2,7,0,0
"ENSG00000063241",10,210,103,210,23,16,26,85,65,48,17,4
"ENSG00000063244",40,122,23,737,61,95,149,212,185,132,87,14
"ENSG00000063245",14,67,185,297,13,25,114,83,50,187,64,16
"ENSG00000063322",4,129,230,169,79,33,68,122,79,4,15,8
"ENSG00000063438",0,0,1,0,0,0,0,2,6,0,0,0
"ENSG00000063587",3,65,99,17,16,29,11,229,8,55,33,8
"ENSG00000063601",19,18,15,208,23,12,27,143,57,48,130,9
"ENSG00000063660",2,37,29,38,32,7,9,9,4,7,1,3
"ENSG00000063761",8,48,18,50,6,2,21,6,67,13,11,2
"ENSG00000063854",6,84,107,139,35,9,173,125,121,42,5,16
"ENSG00000063978",14,70,234,387,5,29,57,317,44,26,114,20
"ENSG00000064012",8,47,26,91,5,6,73,206,18,27,6,5
"ENSG00000064042",253,152,1174,586,1222,32,439,393,616,288,648,234
"ENSG00000064102",17,226,103,80,39,11,33,148,102,16,12,12
"ENSG00000064115",13,319,776,83,5,62,60,51,485,146,24,19
"ENSG00000064195",0,17,3,0,0,1,0,0,0,5,0,0
"ENSG00000064199",4,27,26,64,2,0,38,35,27,11,5,1
"ENSG00000064270",11,76,46,61,48,5,76,69,14,57,16,4
"ENSG00000064309",2,45,14,3,10,4,47,4,4,32,8,4
"ENSG00000064313",4,474,70,121,134,20,286,31,82,282,29,11
"ENSG00000064393",46,339,356,522,62,16,1360,367,261,194,37,11
"ENSG00000064419",18,231,35,217,50,24,39,57,215,96,19,20
"ENSG00000064489",0,0,3,1,1,0,7,1,1,0,0,0
"ENSG00000064490",3,18,202,3,29,7,14,42,56,22,9,7
"ENSG00000064545",19,34,80,41,24,2,14,138,282,41,15,5
"ENSG00000064547",2,11,24,34,2,2,25,17,11,30,3,3
"ENSG00000064601",12,512,30,35,25,8,15,151,164,21,7,5
"ENSG00000064607",32,263,321,653,51,28,125,367,338,91,80,20
"ENSG00000064651",9,237,521,106,27,29,77,76,114,95,24,24
"ENSG00000064652",3,36,18,5,0,19,1,8,7,1,7,0
"ENSG00000064655",2,3,2,1,1,3,0,1,8,6,0,0
"ENSG00000064666",8,28,18,27,11,2,25,69,59,38,11,2
"ENSG00000064687",25,30,12,13,12,8,22,56,224,21,5,13
"ENSG00000064703",13,24,70,126,10,3,71,60,15,19,9,6
"ENSG00000064726",6,177,1119,109,1252,38,87,120,291,258,83,24
"ENSG00000064763",3,7,1,4,90,3,0,3,38,3,0,0
"ENSG00000064787",0,15,3,0,80,0,2,10,3,1,1,0
"ENSG00000064886",0,0,0,0,6,0,0,0,1,0,0,0
"ENSG00000064932",9,148,74,14,32,3,16,10,86,20,8,8
"ENSG00000064933",7,30,63,57,13,3,145,88,46,52,44,11
"ENSG00000064961",33,82,323,73,13,28,101,11,254,29,135,8
"ENSG00000064989",0,0,3,1,0,0,1,0,7,0,1,0
"ENSG00000064995",34,330,85,122,4,19,26,85,194,29,125,13
"ENSG00000064999",15,78,96,7,193,5,144,49,66,33,40,14
"ENSG00000065000",18,536,687,52,11,38,92,413,358,37,25,8
"ENSG00000065029",5,14,133,37,8,5,27,54,26,6,7,13
"ENSG00000065054",8,56,14,204,2,5,20,33,16,42,3,6
"ENSG00000065057",3,29,120,49,8,2,67,9,28,48,3,3
"ENSG00000065060",9,144,193,8,117,11,260,231,69,158,24,55
"ENSG00000065135",22,192,196,114,154,69,123,539,398,129,14,94
"ENSG00000065150",14,454,75,266,67,18,607,349,299,63,171,31
"ENSG00000065154",10,104,15,31,13,4,2,53,3,116,1,3
"ENSG00000065183",20,771,282,488,40,30,70,98,41,85,344,75
"ENSG00000065243",4,269,152,81,452,47,70,161,885,379,55,31
"ENSG00000065268",1,3,113,19,4,10,62,39,9,4,10,4
"ENSG00000065308",3,33,48,46,8,4,82,6,82,3,18,3
"ENSG00000065320",0,4,0,2,0,1,0,3,0,5,0,0
"ENSG00000065325",1,3,0,2,0,0,0,0,4,1,0,0
"ENSG00000065328",18,144,226,605,15,17,144,35,178,120,20,22
"ENSG00000065357",1,36,13,2,13,1,4,1,43,34,2,1
"ENSG00000065361",39,756,346,528,187,23,58,61,335,135,124,17
"ENSG00000065413",0,5,4,3,0,0,1,6,5,2,2,0
"ENSG00000065427",74,556,292,384,45,185,95,663,224,41,138,17
"ENSG00000065457",8,27,51,84,14,13,119,45,213,60,26,3
"ENSG00000065485",30,251,143,115,14,16,40,132,191,109,22,44
"ENSG00000065491",4,9,19,15,15,4,5,1,16,6,3,0
"ENSG00000065518",48,33,737,26,37,24,290,53,364,46,99,30
"ENSG00000065526",6,193,257,167,48,32,521,68,227,90,82,8
"ENSG00000065534",3,286,1,5,13,74,11,4,24,74,2,1
"ENSG00000065548",40,23,44,515,97,12,264,28,22,62,8,21
"ENSG00000065559",5,214,222,106,8,16,37,14,108,37,10,19
"ENSG00000065600",3,38,54,42,31,6,11,43,61,12,2,5
"ENSG00000065609",0,1,0,4,0,0,0,1,4,2,0,0
"ENSG00000065613",14,229,216,215,47,66,75,282,39,474,39,21
"ENSG00000065615",5,25,6,36,3,6,55,9,48,14,1,6
"ENSG00000065621",0,1,17,7,0,0,2,11,3,1,9,1
"ENSG00000065665",5,15,23,23,20,5,6,27,20,5,8,2
"ENSG00000065675",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000065717",2,21,13,57,1,1,7,2,7,20,1,13
"ENSG00000065802",24,427,81,128,7,8,36,49,80,29,12,24
"ENSG00000065809",7,82,66,60,71,15,28,21,148,22,7,18
"ENSG00000065833",27,128,248,158,39,20,24,23,43,47,44,34
"ENSG00000065882",15,138,12,5,3,7,82,29,133,10,33,13
"ENSG00000065883",11,18,22,21,28,10,143,175,112,87,21,13
"ENSG00000065911",26,183,424,429,25,33,217,804,428,183,38,33
"ENSG00000065923",15,190,207,163,209,46,88,82,455,246,14,13
"ENSG00000065970",11,389,99,77,9,9,13,52,27,63,17,4
"ENSG00000065978",29,174,254,275,28,28,350,125,12,218,21,44
"ENSG00000065989",0,5,1,1,2,0,0,0,5,9,0,1
"ENSG00000066027",4,28,19,66,4,11,79,15,193,6,42,5
"ENSG00000066032",1,0,1,0,0,0,0,6,0,0,0,0
"ENSG00000066044",17,74,34,27,16,29,348,40,132,239,45,29
"ENSG00000066084",10,155,281,122,7,13,154,217,77,61,26,38
"ENSG00000066117",17,107,206,127,3,82,33,26,77,53,11,17
"ENSG00000066135",19,83,297,25,90,27,150,177,135,341,29,47
"ENSG00000066136",7,76,67,102,5,11,64,86,43,173,11,8
"ENSG00000066185",0,1,13,2,2,5,1,4,8,3,0,1
"ENSG00000066248",4,51,37,3,6,2,19,30,104,4,2,3
"ENSG00000066279",11,10,41,124,4,28,192,87,456,203,36,23
"ENSG00000066322",86,364,54,68,17,186,223,113,124,30,49,35
"ENSG00000066379",1,34,25,12,1,8,4,9,38,1,8,4
"ENSG00000066422",6,137,117,138,21,17,38,51,96,87,47,44
"ENSG00000066427",2,91,94,39,4,20,15,32,4,9,13,2
"ENSG00000066455",9,211,99,78,46,27,22,114,71,812,13,10
"ENSG00000066468",0,8,1,1,0,1,0,1,7,36,0,0
"ENSG00000066557",10,139,100,77,51,9,37,68,25,739,7,9
"ENSG00000066583",4,153,36,35,45,6,8,27,53,666,15,10
"ENSG00000066629",1,1,63,252,4,6,78,97,101,474,4,13
"ENSG00000066651",2,4,33,226,2,5,4,79,48,290,5,20
"ENSG00000066654",10,142,341,196,130,9,64,246,266,1550,24,57
"ENSG00000066697",2,12,167,21,5,3,73,44,28,274,9,4
"ENSG00000066739",7,189,190,54,8,12,112,58,216,1195,7,15
"ENSG00000066777",9,230,177,122,55,104,75,143,270,2399,55,47
"ENSG00000066827",1,5,16,1,37,3,9,35,9,143,3,2
"ENSG00000066855",42,207,120,22,12,21,429,23,34,1530,141,40
"ENSG00000066923",0,0,1,1,0,0,0,0,0,14,0,0
"ENSG00000066926",23,195,427,1630,86,26,129,268,331,2124,300,43
"ENSG00000066933",3,10,54,113,38,7,58,38,63,443,19,46
"ENSG00000067048",2,0,64,140,11,0,224,122,48,0,73,6
"ENSG00000067057",12,42,203,52,3,22,62,305,78,1861,19,24
"ENSG00000067064",22,107,247,240,34,66,97,482,263,1366,12,12
"ENSG00000067066",4,87,7,6,46,5,8,19,62,272,2,2
"ENSG00000067082",1,46,33,59,41,2,7,19,27,174,3,2
"ENSG00000067113",87,162,232,197,104,11,61,272,421,1147,244,19
"ENSG00000067141",10,290,152,68,6,51,1161,214,48,1474,28,26
"ENSG00000067167",41,392,35,261,30,89,197,413,279,2568,15,49
"ENSG00000067177",15,26,432,49,4,6,145,87,31,539,63,23
"ENSG00000067182",9,113,87,128,8,19,25,90,76,761,42,15
"ENSG00000067191",1,11,6,10,1,1,9,20,78,304,0,2
"ENSG00000067208",3,89,193,63,7,7,88,51,91,426,14,4
"ENSG00000067221",2,9,36,58,4,4,3,22,49,253,5,8
"ENSG00000067225",376,1246,3811,1006,142,243,1890,1585,1114,12970,287,451
"ENSG00000067248",5,137,114,180,31,15,212,18,30,826,33,158
"ENSG00000067334",276,270,246,312,26,18,302,868,211,1845,32,61
"ENSG00000067365",4,57,39,21,6,8,10,111,41,454,17,2
"ENSG00000067369",14,572,59,32,15,19,300,218,87,240,105,29
"ENSG00000067533",19,24,166,37,7,19,21,59,52,67,6,31
