"","V1","V2","V3","V4"
"4731",14,3,12,4
"4732",55,39,48,28
"4733",96,0,80,0
"4734",51,48,33,41
"4735",16,0,13,0
"4736",39,1,35,2
"4737",38,41,39,28
"4738",112,160,91,110
"4739",37,71,24,44
"4740",138,120,106,114
"4741",17,37,15,30
"4742",25,30,17,17
"4743",0,27,0,29
"4744",0,379,3,310
"4745",26,18,27,11
"4746",28,14,12,13
"4747",64,40,44,31
"4748",15,5,13,7
"4749",22,0,30,0
"4750",221,61,174,47
"4751",13,46,14,30
"4752",35,49,30,27
"4753",45,36,47,33
"4754",5,11,7,11
"4755",38,82,26,46
"4756",15,0,11,0
"4757",5,14,5,16
"4758",83,105,58,68
"4759",35,29,18,13
"4760",33,40,34,36
"4761",16,16,19,11
"4762",53,10,53,14
"4763",2,7,0,10
"4764",17,57,32,53
"4765",27,40,19,40
"4766",104,2,93,2
"4767",59,58,58,46
"4768",21,3,31,4
"4769",5,97,4,65
"4770",330,373,232,294
"4771",65,6,66,6
"4772",17,25,27,10
"4773",234,163,226,123
"4774",23,0,18,0
"4775",0,23,0,14
"4776",64,0,46,0
"4777",12,2,5,3
"4778",2,9,0,10
"4779",79,22,58,13
"4780",3,10,1,7
"4781",83,49,53,26
"4782",74,34,60,25
"4783",46,0,24,1
"4784",0,195,0,142
"4785",21,23,19,21
"4786",38,37,20,21
"4787",17,6,10,5
"4788",46,49,28,25
"4789",27,27,35,20
"4790",29,33,37,29
"4791",18,10,8,11
"4792",61,45,33,50
"4793",64,35,46,26
"4794",19,15,12,7
"4795",68,20,64,14
"4796",31,2,14,4
"4797",61,0,37,1
"4798",16,2,20,3
"4799",180,583,134,472
"4800",178,138,144,137
"4801",15,0,14,0
"4802",194,359,189,267
"4803",36,8,21,6
"4804",76,83,54,66
"4805",199,206,161,146
"4806",18,12,9,18
"4807",30,25,23,24
"4808",18,11,25,7
"4809",2,740,2,633
"4810",53,447,42,322
"4811",80,24,57,13
"4812",109,73,90,52
"4813",34,73,34,47
"4814",60,109,46,78
"4815",35,41,23,35
"4816",60,84,62,43
"4817",158,52,109,36
"4818",138,119,104,97
"4819",0,119,0,81
"4820",2,41,0,23
"4821",13,0,17,0
"4822",17,0,17,4
"4823",70,156,47,96
"4824",11,4,16,7
"4825",26,43,35,36
"4826",65,34,44,31
"4827",0,17,0,14
"4828",20,0,24,0
"4829",23,9,15,5
"4830",10,17,7,21
"4831",10,12,7,9
"4832",19,45,11,35
"4833",2,19,5,16
"4834",12,32,9,21
"4835",74,29,39,25
"4836",199,140,136,102
"4837",17,17,20,2
"4838",13,10,7,5
"4839",18,10,11,8
"4840",7,9,4,8
"4841",35,29,29,26
"4842",82,189,66,129
"4843",85,58,53,39
"4844",49,0,50,0
"4845",43,42,29,44
"4846",379,752,295,596
"4847",8,12,7,11
"4848",22,11,18,6
"4849",4,17,5,22
"4850",8,0,9,0
"4851",791,772,639,577
"4852",312,78,265,61
"4853",34,54,34,41
"4854",12,10,3,10
"4855",41,57,47,39
"4856",16,16,13,13
"4857",81,85,72,50
"4858",0,15,2,8
"4859",28,16,18,12
"4860",0,25,0,10
"4861",27,201,24,154
"4862",14,0,16,0
"4863",19,37,18,24
"4864",47,50,48,35
"4865",15,20,8,13
"4866",45,51,32,39
"4867",26,10,17,5
"4868",309,90,218,65
"4869",59,9,47,12
"4870",27,32,30,23
"4871",29,2,14,0
"4872",5,14,6,6
"4873",19,16,9,16
"4874",17,4,12,3
"4875",0,53,0,38
"4876",47,96,29,53
"4877",226,280,172,200
"4878",14,11,9,3
"4879",2,22,4,19
"4880",48,20,50,18
"4881",4,13,5,6
"4882",2,14,1,13
"4883",81,117,82,90
"4884",23,60,15,65
"4885",21,32,19,19
"4886",30,14,24,16
"4887",78,31,55,15
"4888",60,49,44,37
"4889",13,3,9,2
"4890",24,20,20,18
"4891",0,66,0,40
"4892",23,46,19,27
"4893",39,97,32,74
"4894",88,2,72,4
"4895",7,30,3,12
"4896",0,51,0,45
"4897",14,27,13,20
"4898",11,30,14,15
"4899",26,44,11,40
"4900",161,55,135,67
"4901",35,34,19,35
"4902",14,0,7,0
"4903",24,24,19,12
"4904",18,4,22,8
"4905",11,17,17,15
"4906",35,1,29,1
"4907",35,96,24,61
"4908",0,36,0,39
"4909",1,16,0,6
"4910",40,59,32,24
"4911",10,0,9,0
"4912",14,17,11,9
"4913",127,112,92,71
"4914",26,90,22,75
"4915",12,25,8,14
"4916",27,0,18,0
"4917",6,10,13,9
"4918",0,61,1,68
"4919",15,101,13,90
"4920",13,16,12,15
"4921",23,0,17,5
"4922",144,999,111,766
"4923",19,19,10,10
"4924",10,7,10,8
"4925",18,19,17,20
"4926",2,9,3,11
"4927",26,0,27,0
"4928",0,20,0,11
"4929",43,0,28,0
"4930",21,18,20,7
"4931",18,14,8,11
"4932",46,57,45,52
"4933",41,52,35,32
"4934",24,0,21,0
"4935",27,4,40,0
"4936",10,10,10,8
"4937",110,82,85,87
"4938",92,15,70,3
"4939",201,99,137,85
"4940",38,45,23,34
"4941",19,0,14,0
"4942",23,10,14,5
"4943",0,13,0,8
"4944",11,0,11,0
"4945",3,12,3,11
"4946",40,19,25,26
"4947",81,0,78,0
"4948",13,3,11,5
"4949",25,58,15,50
"4950",55,3,44,1
"4951",15,0,20,0
"4952",20,20,7,24
"4953",399,240,328,191
"4954",9,25,6,10
"4955",271,210,240,165
"4956",1,26,1,22
